  run  | subrun |            time            | step1_voltage | step2_voltage | total_current | pos_2step_current | pos_1step_current | neg_2step_current | neg_1step_current 
-------+--------+----------------------------+---------------+---------------+---------------+-------------------+-------------------+-------------------+-------------------
 16512 |      0 | 2018-05-11 00:42:53.5      |       14.5043 |       20.4019 |        4.3565 |            0.7254 |            1.4106 |            1.1457 |            1.0748
 16512 |      1 | 2018-05-11 00:43:18.5      |       14.5087 |       20.4031 |        6.8563 |            1.0846 |            2.2571 |            1.7621 |            1.7526
 16512 |      2 | 2018-05-11 00:43:28.5      |       14.4954 |       20.3935 |        8.7807 |            1.3518 |            2.9264 |            2.2405 |             2.262
 16512 |      3 | 2018-05-11 00:43:36        |       14.5109 |       20.3603 |         9.826 |            1.5006 |            3.2868 |            2.5041 |            2.5345
 16512 |      4 | 2018-05-11 00:43:43.5      |        14.505 |       20.4022 |       10.4092 |            1.5869 |            3.4901 |            2.6591 |            2.6732
 16512 |      5 | 2018-05-11 00:43:53.5      |       14.5072 |       20.4034 |       11.1977 |            1.6966 |             3.765 |            2.8621 |            2.8739
 16512 |      6 | 2018-05-11 00:44:01        |       14.4788 |       20.4114 |       11.7422 |            1.7634 |            3.9644 |            2.9931 |            3.0213
 16512 |      7 | 2018-05-11 00:44:08.5      |        14.507 |       20.4022 |       11.7843 |            1.7798 |            3.9728 |            3.0124 |            3.0191
 16512 |      8 | 2018-05-11 00:44:18.5      |        14.507 |        20.402 |       12.0766 |            1.8202 |            4.0763 |            3.0884 |            3.0915
 16512 |      9 | 2018-05-11 00:44:26        |       14.5042 |       20.4024 |       12.0936 |            1.8225 |            4.0847 |            3.0937 |            3.0927
 16512 |     10 | 2018-05-11 00:44:33.5      |       14.5104 |       20.4033 |       12.3497 |            1.8584 |            4.1729 |            3.1604 |            3.1579
 16512 |     11 | 2018-05-11 00:44:43.5      |       14.5064 |       20.4018 |       12.3628 |            1.8598 |            4.1795 |            3.1642 |            3.1593
 16512 |     12 | 2018-05-11 00:44:51        |       14.5028 |       20.4016 |       12.3231 |            1.8536 |            4.1672 |            3.1552 |            3.1471
 16512 |     13 | 2018-05-11 00:44:58.5      |       14.5071 |        20.402 |       12.4964 |             1.878 |            4.2269 |            3.1997 |            3.1917
 16512 |     14 | 2018-05-11 00:45:08.5      |        14.504 |       20.4022 |       12.5349 |             1.884 |            4.2412 |            3.2087 |             3.201
 16512 |     15 | 2018-05-11 00:45:16        |       14.5026 |       20.4018 |        12.363 |            1.8591 |            4.1828 |            3.1662 |            3.1549
 16512 |     16 | 2018-05-11 00:45:23.5      |       14.5089 |       20.4035 |       12.6591 |            1.9007 |            4.2839 |            3.2424 |            3.2321
 16512 |     17 | 2018-05-11 00:45:33.5      |       14.5119 |       20.4036 |       12.6584 |            1.8983 |            4.2848 |            3.2431 |            3.2321
 16512 |     18 | 2018-05-11 00:45:41        |       14.5038 |       20.4023 |       12.5342 |            1.8828 |            4.2425 |              3.21 |            3.1989
 16512 |     19 | 2018-05-11 00:45:48.5      |       14.5092 |       20.4026 |        12.691 |            1.9053 |            4.2955 |            3.2508 |            3.2393
 16512 |     20 | 2018-05-11 00:45:58.5      |       14.5096 |       20.3968 |       12.6153 |            1.8912 |            4.2727 |            3.2264 |             3.225
 16512 |     21 | 2018-05-11 00:46:06        |        14.506 |       20.4017 |       12.5508 |            1.8853 |            4.2483 |            3.2146 |            3.2026
 16512 |     22 | 2018-05-11 00:46:13.5      |       14.5062 |       20.4023 |       12.5767 |            1.8895 |            4.2573 |             3.221 |            3.2088
 16512 |     23 | 2018-05-11 00:46:23.5      |       14.5079 |       20.3942 |       12.5176 |            1.8808 |            4.2367 |            3.2071 |             3.193
 16512 |     24 | 2018-05-11 00:46:31        |       14.5042 |       20.4019 |       12.6428 |            1.8986 |            4.2802 |            3.2377 |            3.2263
 16512 |     25 | 2018-05-11 00:46:41        |       14.5083 |       20.4021 |       12.6726 |            1.9022 |            4.2902 |            3.2461 |            3.2341
 16512 |     26 | 2018-05-11 00:46:48.5      |       14.5072 |       20.3809 |       12.5203 |            1.8786 |            4.2386 |            3.2041 |            3.1991
 16512 |     27 | 2018-05-11 00:46:58.5      |       14.5055 |       20.4023 |       12.5152 |            1.8801 |            4.2359 |            3.2061 |            3.1931
 16512 |     28 | 2018-05-11 00:47:06        |       14.5057 |        20.402 |       12.5628 |            1.8866 |            4.2526 |            3.2181 |            3.2055
 16512 |     29 | 2018-05-11 00:47:13.5      |       14.4941 |       20.4064 |       12.5843 |            1.8861 |            4.2626 |            3.2226 |             3.213
 16512 |     30 | 2018-05-11 00:47:23.5      |       14.5064 |       20.4006 |       12.5856 |            1.8906 |            4.2603 |            3.2234 |            3.2112
 16512 |     31 | 2018-05-11 00:47:31        |       14.5104 |       20.4019 |       12.7705 |            1.9164 |            4.3231 |            3.2713 |            3.2597
 16512 |     32 | 2018-05-11 00:47:38.5      |       14.5081 |       20.3947 |       12.5709 |            1.8853 |             4.257 |            3.2162 |            3.2123
