  run  | subrun |          time           | step1_voltage | step2_voltage | total_current | pos_2step_current | pos_1step_current | neg_2step_current | neg_1step_current 
-------+--------+-------------------------+---------------+---------------+---------------+-------------------+-------------------+-------------------+-------------------
 15969 |      0 | 2018-04-24 09:20:04.625 |        9.1022 |       14.3076 |        0.7239 |            0.1872 |             0.118 |            0.2272 |            0.1915
 15969 |      1 | 2018-04-24 09:20:29.5   |        9.1021 |       14.3076 |        0.6084 |            0.1653 |            0.1109 |            0.1842 |            0.1481
 15969 |      2 | 2018-04-24 09:20:39.5   |        9.1021 |       14.3073 |        0.5603 |            0.1568 |               0.1 |            0.1697 |            0.1339
 15969 |      3 | 2018-04-24 09:20:49.5   |         9.102 |       14.3078 |        0.5299 |            0.1516 |            0.0929 |            0.1605 |            0.1248
 15969 |      4 | 2018-04-24 09:20:57     |        9.1021 |       14.3073 |        0.5099 |             0.148 |            0.0883 |             0.154 |            0.1196
 15969 |      5 | 2018-04-24 09:21:09.75  |        9.1021 |       14.3074 |        0.4939 |             0.146 |            0.0844 |            0.1492 |            0.1142
 15969 |      6 | 2018-04-24 09:21:24.5   |        9.1031 |       14.3067 |        2.6332 |            0.4502 |            0.8217 |            0.6843 |            0.6771
 15969 |      7 | 2018-04-24 09:21:32     |        9.1059 |       14.3097 |        4.3543 |            0.6937 |            1.4156 |            1.1187 |            1.1263
 15969 |      8 | 2018-04-24 09:21:40.5   |        9.1034 |       14.3072 |        4.8911 |            0.7701 |            1.6049 |            1.2546 |            1.2614
 15969 |      9 | 2018-04-24 09:21:49.5   |       10.1033 |       15.3083 |        4.9142 |             0.891 |            1.5094 |            1.3055 |            1.2083
 15969 |     10 | 2018-04-24 09:21:57     |       10.1119 |       15.3138 |        5.8782 |            0.9942 |            1.8707 |            1.5388 |            1.4745
 15969 |     11 | 2018-04-24 09:22:09.5   |       10.1044 |       15.3092 |        6.0004 |            0.9824 |            1.9454 |             1.561 |            1.5116
 15969 |     12 | 2018-04-24 09:22:22     |       10.1027 |       15.3095 |        5.9836 |            0.9589 |            1.9613 |            1.5496 |            1.5138
 15969 |     13 | 2018-04-24 09:22:27     |       10.1029 |       15.3117 |         6.475 |            1.0232 |             2.134 |            1.6688 |             1.649
 15969 |     14 | 2018-04-24 09:22:34.5   |       10.1073 |       15.3102 |        7.3895 |            1.1476 |            2.4562 |            1.9009 |            1.8849
 15969 |     15 | 2018-04-24 09:22:42     |       10.1049 |       15.3088 |        7.8855 |            1.2142 |            2.6334 |            2.0236 |            2.0143
 15969 |     16 | 2018-04-24 09:22:47     |       10.1036 |        15.309 |        8.0691 |             1.237 |            2.7005 |              2.07 |            2.0616
 15969 |     17 | 2018-04-24 09:22:54.5   |        10.104 |       15.3093 |        8.3849 |            1.2773 |             2.814 |            2.1488 |            2.1448
 15969 |     18 | 2018-04-24 09:23:02     |       10.1072 |       15.3103 |        8.8908 |            1.3477 |            2.9912 |            2.2786 |            2.2733
 15969 |     19 | 2018-04-24 09:23:12     |       10.1038 |       15.3084 |        7.3384 |            1.1254 |            2.4617 |            1.8884 |            1.8629
 15969 |     20 | 2018-04-24 09:23:22     |       10.1154 |       15.3115 |        6.9622 |            1.0677 |            2.3324 |            1.7957 |            1.7664
 15969 |     21 | 2018-04-24 09:23:32     |       10.1043 |       15.3092 |        7.7974 |            1.1886 |            2.6199 |            2.0011 |            1.9878
 15969 |     22 | 2018-04-24 09:23:37     |       10.1039 |       15.3084 |         8.023 |            1.2203 |            2.6981 |            2.0585 |            2.0461
 15969 |     23 | 2018-04-24 09:23:42     |       10.1027 |       15.3089 |        8.2262 |            1.2484 |            2.7691 |            2.1095 |            2.0992
 15969 |     24 | 2018-04-24 09:23:49.5   |       10.1023 |        15.309 |        8.3363 |            1.2638 |            2.8083 |            2.1376 |            2.1267
 15969 |     25 | 2018-04-24 09:23:59.5   |       10.6038 |       15.8082 |        7.4184 |             1.195 |            2.4369 |            1.9294 |             1.857
 15969 |     26 | 2018-04-24 09:24:12     |       11.1082 |       16.3087 |        6.0579 |             1.022 |            1.9471 |            1.5925 |            1.4963
 15969 |     27 | 2018-04-24 09:24:22     |       11.1098 |       16.3091 |        6.4326 |            1.0489 |            2.0973 |            1.6772 |            1.6092
 15969 |     28 | 2018-04-24 09:24:27     |       11.1084 |        16.307 |         6.969 |            1.1177 |            2.2887 |            1.8071 |            1.7555
 15969 |     29 | 2018-04-24 09:24:34.5   |       11.1053 |       16.3077 |         7.718 |            1.2127 |            2.5576 |            1.9906 |            1.9571
 15969 |     30 | 2018-04-24 09:24:42     |       11.1037 |       16.3075 |        8.2407 |            1.2782 |            2.7467 |            2.1191 |            2.0967
 15969 |     31 | 2018-04-24 09:24:47     |       11.1046 |       16.3074 |        8.5068 |            1.3122 |            2.8425 |            2.1853 |            2.1668
 15969 |     32 | 2018-04-24 09:24:54.5   |       11.1098 |       16.3087 |        9.1215 |            1.3931 |            3.0593 |            2.3413 |            2.3278
 15969 |     33 | 2018-04-24 09:25:02     |       11.1089 |       16.3081 |        9.3866 |            1.4286 |            3.1547 |            2.4068 |            2.3965
 15969 |     34 | 2018-04-24 09:25:12     |       11.1065 |       16.3084 |         7.732 |            1.1893 |            2.5911 |            1.9921 |            1.9595
 15969 |     35 | 2018-04-24 09:25:24.5   |       11.1059 |       16.3068 |        7.7422 |            1.1892 |            2.5947 |            1.9914 |             1.967
 15969 |     36 | 2018-04-24 09:25:32     |       11.1044 |       16.3072 |         8.254 |            1.2605 |            2.7723 |            2.1187 |            2.1025
 15969 |     37 | 2018-04-24 09:25:37     |       11.1098 |       16.3083 |        8.7999 |            1.3377 |            2.9596 |             2.257 |            2.2456
 15969 |     38 | 2018-04-24 09:25:42     |        11.109 |       16.3075 |        8.9834 |            1.3633 |            3.0238 |             2.303 |            2.2933
 15969 |     39 | 2018-04-24 09:25:49.5   |       11.1064 |       16.3067 |        9.1939 |            1.3924 |            3.0987 |            2.3549 |            2.3479
 15969 |     40 | 2018-04-24 09:25:57     |       11.1048 |       16.3079 |        9.3048 |            1.4074 |            3.1386 |             2.383 |            2.3758
 15969 |     41 | 2018-04-24 09:26:02     |        11.106 |        16.308 |        9.5157 |            1.4274 |            3.2186 |            2.4314 |            2.4383
 15969 |     42 | 2018-04-24 09:26:14.5   |       11.6031 |       17.0508 |        7.8365 |            1.2799 |            2.5568 |            2.0567 |             1.943
 15969 |     43 | 2018-04-24 09:26:27     |       12.1082 |       17.3055 |        8.0914 |            1.2984 |            2.6606 |            2.0972 |            2.0352
 15969 |     44 | 2018-04-24 09:26:32     |       12.1068 |       17.3053 |        8.5284 |            1.3482 |            2.8223 |            2.2023 |            2.1556
 15969 |     45 | 2018-04-24 09:26:37     |       12.1126 |        17.307 |        8.9663 |            1.4027 |             2.979 |             2.312 |            2.2726
 15969 |     46 | 2018-04-24 09:26:44.5   |        12.111 |        17.306 |        9.5059 |            1.4703 |            3.1745 |            2.4438 |            2.4173
 15969 |     47 | 2018-04-24 09:26:52     |       12.1082 |       17.3056 |        9.7088 |            1.4915 |            3.2529 |            2.4924 |             2.472
 15969 |     48 | 2018-04-24 09:26:57     |       12.1067 |       17.3051 |        9.7112 |            1.4884 |            3.2578 |            2.4922 |            2.4728
 15969 |     49 | 2018-04-24 09:27:07     |       12.1101 |       17.2936 |       10.1799 |            1.5487 |            3.4245 |            2.6084 |            2.5983
 15969 |     50 | 2018-04-24 09:27:17     |       12.1061 |       17.3054 |        7.7796 |            1.2027 |             2.604 |            2.0068 |            1.9661
 15969 |     51 | 2018-04-24 09:27:32     |       12.1022 |       17.3005 |        8.9647 |            1.3655 |            3.0139 |             2.298 |            2.2873
 15969 |     52 | 2018-04-24 09:27:44.5   |       12.1099 |       17.3061 |        9.5133 |            1.4447 |            3.2027 |            2.4388 |             2.427
 15969 |     53 | 2018-04-24 09:27:54.5   |       12.1102 |       17.3049 |       10.0007 |            1.5132 |            3.3725 |            2.5613 |            2.5536
 15969 |     54 | 2018-04-24 09:28:04.5   |       12.1059 |       17.3056 |       10.0299 |            1.5165 |            3.3849 |             2.569 |            2.5595
 15969 |     55 | 2018-04-24 09:28:17     |       12.4403 |       17.8002 |        7.3608 |            1.2016 |            2.4044 |            1.9347 |            1.8201
 15969 |     56 | 2018-04-24 09:28:27     |         13.11 |       18.3038 |        7.6213 |            1.2742 |            2.4599 |            1.9989 |            1.8883
 15969 |     57 | 2018-04-24 09:28:34.5   |       13.1048 |       18.3045 |        8.5074 |            1.3751 |            2.7877 |            2.2092 |            2.1354
 15969 |     58 | 2018-04-24 09:28:42     |       13.1035 |       18.2938 |         9.007 |            1.4253 |            2.9771 |            2.3212 |            2.2834
 15969 |     59 | 2018-04-24 09:28:47     |       13.0922 |       18.2951 |        9.7585 |            1.5156 |            3.2513 |            2.5035 |            2.4881
 15969 |     60 | 2018-04-24 09:28:52     |       13.1115 |        18.306 |       10.0023 |            1.5551 |             3.332 |            2.5744 |            2.5408
 15969 |     61 | 2018-04-24 09:28:59.5   |       13.0999 |       18.3066 |       10.3847 |             1.593 |            3.4812 |             2.662 |            2.6486
 15969 |     62 | 2018-04-24 09:29:12     |       13.1074 |       18.3049 |        9.1327 |            1.4102 |            3.0561 |            2.3511 |            2.3153
 15969 |     63 | 2018-04-24 09:29:22     |       13.1109 |       18.3047 |        8.5144 |            1.3168 |             2.847 |             2.193 |            2.1576
 15969 |     64 | 2018-04-24 09:29:27     |       13.1085 |       18.3049 |        8.8946 |            1.3699 |            2.9789 |            2.2853 |            2.2605
 15969 |     65 | 2018-04-24 09:29:34.5   |       13.1043 |       18.3045 |        9.4039 |            1.4402 |            3.1565 |            2.4124 |            2.3949
 15969 |     66 | 2018-04-24 09:29:42     |        13.112 |       18.3072 |        9.9732 |            1.5181 |            3.3533 |            2.5577 |            2.5441
 15969 |     67 | 2018-04-24 09:29:47     |       13.1108 |       18.3045 |       10.4088 |            1.5798 |            3.5048 |             2.666 |            2.6582
 15969 |     68 | 2018-04-24 09:29:52     |       13.1048 |        18.305 |       10.5026 |            1.5928 |            3.5391 |            2.6881 |            2.6826
 15969 |     69 | 2018-04-24 09:30:02     |       13.1049 |       18.3044 |       10.5827 |            1.6026 |            3.5696 |            2.7093 |            2.7012
 15969 |     70 | 2018-04-24 09:30:12     |       13.1044 |       18.3044 |        9.0194 |            1.3791 |            3.0337 |            2.3185 |            2.2881
 15969 |     71 | 2018-04-24 09:30:24.5   |       13.1082 |       18.3054 |        8.3321 |            1.2807 |            2.7946 |            2.1452 |            2.1116
 15969 |     72 | 2018-04-24 09:30:37     |       13.1069 |       18.3046 |        8.1604 |            1.2571 |            2.7331 |            2.0991 |            2.0711
 15969 |     73 | 2018-04-24 09:30:49.5   |       13.1068 |       18.3056 |        9.3082 |            1.4196 |            3.1276 |            2.3872 |            2.3739
 15969 |     74 | 2018-04-24 09:30:59.5   |       13.1108 |       18.3045 |       10.1253 |            1.5361 |            3.4097 |            2.5929 |            2.5867
