  run  | subrun |          time          | step1_voltage | step2_voltage | total_current | pos_2step_current | pos_1step_current | neg_2step_current | neg_1step_current 
-------+--------+------------------------+---------------+---------------+---------------+-------------------+-------------------+-------------------+-------------------
 16455 |      0 | 2018-05-08 15:45:28    |       14.5078 |       20.4039 |        4.5643 |            0.7548 |            1.4795 |            1.1969 |            1.1331
 16455 |      1 | 2018-05-08 15:45:53    |       14.5051 |       20.3989 |        6.8585 |            1.0844 |            2.2565 |            1.7614 |            1.7562
 16455 |      2 | 2018-05-08 15:46:03    |       14.5137 |       20.4061 |        8.9265 |            1.3761 |            2.9707 |            2.2849 |            2.2948
 16455 |      3 | 2018-05-08 15:46:10.5  |       14.5103 |       20.4059 |        9.5815 |            1.4639 |            3.2038 |            2.4441 |            2.4697
 16455 |      4 | 2018-05-08 15:46:20.5  |       14.5096 |       20.4052 |        10.811 |            1.6416 |            3.6285 |             2.763 |             2.778
 16455 |      5 | 2018-05-08 15:46:28    |       14.4746 |       20.3854 |       11.3584 |             1.708 |            3.8278 |            2.8916 |             2.931
 16455 |      6 | 2018-05-08 15:46:35.5  |       14.5066 |       20.4036 |       11.4848 |             1.736 |            3.8673 |             2.936 |            2.9455
 16455 |      7 | 2018-05-08 15:46:45.5  |       14.4793 |       20.3978 |       11.8279 |            1.7801 |            3.9916 |            3.0194 |            3.0369
 16455 |      8 | 2018-05-08 15:46:53    |       14.5099 |       20.4034 |       12.2696 |            1.8458 |            4.1421 |            3.1382 |            3.1435
 16455 |      9 | 2018-05-08 15:47:00.5  |       14.5055 |       20.4037 |       12.1797 |            1.8328 |            4.1135 |            3.1163 |             3.117
 16455 |     10 | 2018-05-08 15:47:10.5  |       14.5076 |       20.4033 |       12.3125 |            1.8515 |            4.1608 |            3.1517 |            3.1484
 16455 |     11 | 2018-05-08 15:47:18    |       14.5077 |       20.4037 |       12.3793 |             1.861 |            4.1851 |            3.1688 |            3.1644
 16455 |     12 | 2018-05-08 15:47:25.5  |        14.508 |       20.4022 |       12.3966 |            1.8632 |            4.1919 |            3.1738 |            3.1677
 16455 |     13 | 2018-05-08 15:47:35.5  |       14.5086 |       20.4038 |       12.5104 |            1.8786 |            4.2316 |            3.2043 |             3.196
 16455 |     14 | 2018-05-08 15:47:43    |       14.5041 |       20.4037 |       12.3732 |            1.8593 |            4.1854 |            3.1692 |            3.1593
 16455 |     15 | 2018-05-08 15:47:50.5  |       14.5106 |       20.3911 |       12.5315 |            1.8807 |            4.2388 |            3.2103 |            3.2017
 16455 |     16 | 2018-05-08 15:48:00.5  |       14.5041 |       20.4037 |       12.3864 |            1.8606 |             4.191 |            3.1732 |            3.1616
 16455 |     17 | 2018-05-08 15:48:08    |       14.4743 |       20.3848 |       12.6923 |             1.893 |            4.3033 |            3.2403 |            3.2557
 16455 |     18 | 2018-05-08 15:48:15.5  |       14.5097 |        20.404 |       12.6343 |            1.8959 |            4.2762 |            3.2367 |            3.2256
 16455 |     19 | 2018-05-08 15:48:25.5  |       14.5136 |       20.4054 |       12.6748 |            1.8986 |            4.2915 |            3.2473 |            3.2373
 16455 |     20 | 2018-05-08 15:48:33    |        14.505 |       20.4038 |       12.4325 |            1.8666 |            4.2078 |            3.1854 |            3.1727
 16455 |     21 | 2018-05-08 15:48:40.5  |       14.5099 |       20.4048 |       12.6652 |            1.8999 |            4.2868 |            3.2451 |            3.2334
 16455 |     22 | 2018-05-08 15:48:51    |       14.5121 |       20.4039 |       12.6639 |             1.899 |            4.2863 |            3.2458 |            3.2328
 16455 |     23 | 2018-05-08 15:49:00.5  |       14.5053 |        20.404 |       12.4992 |            1.8763 |            4.2305 |            3.2028 |            3.1896
 16455 |     24 | 2018-05-08 15:49:08    |       14.5059 |       20.4037 |       12.5209 |            1.8795 |            4.2381 |            3.2081 |            3.1952
 16455 |     25 | 2018-05-08 15:49:15.5  |       14.5093 |       20.4045 |       12.5356 |            1.8818 |            4.2423 |            3.2128 |            3.1987
 16455 |     26 | 2018-05-08 15:49:25.5  |        14.496 |       20.4072 |       12.6786 |            1.8982 |            4.2946 |            3.2473 |            3.2385
 16455 |     27 | 2018-05-08 15:49:33    |        14.513 |       20.4068 |       12.6217 |            1.8917 |            4.2719 |            3.2367 |            3.2214
 16455 |     28 | 2018-05-08 15:49:40.5  |       14.5082 |       20.4029 |       12.5817 |            1.8878 |            4.2591 |            3.2237 |            3.2112
 16455 |     29 | 2018-05-08 15:49:50.5  |       14.5113 |       20.4061 |       12.6803 |            1.8962 |            4.2968 |            3.2438 |            3.2436
 16455 |     30 | 2018-05-08 15:50:00.5  |       14.5035 |        20.393 |       12.4174 |            1.8628 |            4.2037 |            3.1789 |             3.172
 16455 |     31 | 2018-05-08 15:50:08    |       14.5008 |       20.4088 |       12.4335 |            1.8591 |            4.2142 |            3.1753 |            3.1849
 16455 |     32 | 2018-05-08 15:50:16    |       14.5091 |       20.4031 |       12.6429 |            1.8973 |            4.2799 |            3.2387 |             3.227
 16455 |     33 | 2018-05-08 15:50:24    |       14.5258 |        20.407 |       12.8579 |            1.9229 |            4.3546 |            3.2954 |             3.285
 16455 |     34 | 2018-05-08 15:50:31.5  |       14.5043 |       20.4036 |       12.4882 |            1.8752 |             4.227 |            3.1995 |            3.1865
 16455 |     35 | 2018-05-08 15:50:41.5  |       14.5122 |       20.4063 |       12.7336 |            1.9069 |            4.3119 |            3.2621 |            3.2527
 16455 |     36 | 2018-05-08 15:50:49    |       14.4516 |       20.3848 |       12.4503 |            1.8621 |            4.2192 |            3.1797 |            3.1893
 16455 |     37 | 2018-05-08 15:50:56.5  |       14.5099 |       20.4047 |       12.6617 |            1.8989 |            4.2858 |            3.2448 |            3.2322
 16455 |     38 | 2018-05-08 15:51:06.5  |        14.506 |       20.4037 |       12.5142 |            1.8785 |            4.2357 |            3.2067 |            3.1933
 16455 |     39 | 2018-05-08 15:51:14    |       14.5054 |        20.404 |       12.3951 |            1.8622 |            4.1949 |            3.1762 |            3.1618
 16455 |     40 | 2018-05-08 15:51:21.5  |       14.5063 |       20.4035 |       12.5136 |            1.8785 |            4.2358 |            3.2064 |            3.1929
 16455 |     41 | 2018-05-08 15:51:31.5  |       14.4895 |       20.4059 |       12.7101 |            1.9046 |            4.3049 |            3.2539 |            3.2466
 16455 |     42 | 2018-05-08 15:51:39    |        14.498 |         20.41 |       12.4292 |            1.8574 |            4.2144 |             3.174 |            3.1834
 16455 |     43 | 2018-05-08 15:51:46.5  |       14.5079 |       20.4022 |       12.6044 |             1.891 |            4.2667 |            3.2294 |            3.2173
